gene_id,true_log2fc,is_de,direction
GENE_0092,0.0,0,ns
GENE_0093,0.0,0,ns
GENE_0094,0.0,0,ns
GENE_0095,0.0,0,ns
GENE_0096,0.0,0,ns
GENE_0097,0.0,0,ns
GENE_0098,2.2203454746095774,1,up
GENE_0099,0.0,0,ns
GENE_0100,-2.7548789075024374,1,down
GENE_0101,0.0,0,ns
GENE_0102,0.0,0,ns
GENE_0103,0.0,0,ns
GENE_0104,0.0,0,ns
GENE_0105,0.0,0,ns
GENE_0106,0.0,0,ns
GENE_0107,0.0,0,ns
GENE_0108,0.0,0,ns
GENE_0109,2.984005817796929,1,up
GENE_0110,0.0,0,ns
GENE_0111,0.0,0,ns
GENE_0112,0.0,0,ns
GENE_0113,0.0,0,ns
GENE_0114,0.0,0,ns
GENE_0115,0.0,0,ns
GENE_0116,0.0,0,ns
GENE_0117,0.0,0,ns
GENE_0118,0.0,0,ns
GENE_0119,0.0,0,ns
GENE_0120,0.0,0,ns
GENE_0121,0.0,0,ns
GENE_0122,0.0,0,ns
GENE_0123,0.0,0,ns
GENE_0124,0.0,0,ns
GENE_0125,0.0,0,ns
GENE_0126,0.0,0,ns
GENE_0127,0.0,0,ns
GENE_0128,0.0,0,ns
GENE_0129,0.0,0,ns
GENE_0130,0.0,0,ns
GENE_0131,0.0,0,ns
GENE_0132,0.0,0,ns
GENE_0133,0.0,0,ns
GENE_0134,0.0,0,ns
GENE_0135,2.0525294604835818,1,up
GENE_0136,0.0,0,ns
GENE_0137,0.0,0,ns
GENE_0138,0.0,0,ns
GENE_0139,0.0,0,ns
GENE_0140,0.0,0,ns
GENE_0141,0.0,0,ns
GENE_0142,0.0,0,ns
GENE_0143,0.0,0,ns
GENE_0144,0.0,0,ns
GENE_0145,0.0,0,ns
GENE_0146,0.0,0,ns
GENE_0147,0.0,0,ns
GENE_0148,0.0,0,ns
GENE_0149,0.0,0,ns
GENE_0150,-2.653346333617253,1,down
GENE_0151,0.0,0,ns
GENE_0152,0.0,0,ns
GENE_0153,0.0,0,ns
GENE_0154,0.0,0,ns
GENE_0155,0.0,0,ns
GENE_0156,0.0,0,ns
GENE_0157,0.0,0,ns
GENE_0158,0.0,0,ns
GENE_0159,0.0,0,ns
GENE_0160,0.0,0,ns
GENE_0161,0.0,0,ns
GENE_0162,0.0,0,ns
GENE_0163,0.0,0,ns
GENE_0164,0.0,0,ns
GENE_0165,0.0,0,ns
GENE_0166,0.0,0,ns
GENE_0167,-2.8699544377643518,1,down
GENE_0168,0.0,0,ns
GENE_0169,0.0,0,ns
GENE_0170,0.0,0,ns
GENE_0171,0.0,0,ns
GENE_0172,0.0,0,ns
GENE_0173,0.0,0,ns
GENE_0174,0.0,0,ns
GENE_0175,0.0,0,ns
GENE_0176,0.0,0,ns
GENE_0177,2.9466289195730906,1,up
GENE_0178,0.0,0,ns
GENE_0179,0.0,0,ns
GENE_0180,2.9558781487774493,1,up
GENE_0181,0.0,0,ns
GENE_0182,0.0,0,ns
GENE_0183,0.0,0,ns
GENE_0184,-2.5164506200843064,1,down
GENE_0185,0.0,0,ns
GENE_0186,0.0,0,ns
GENE_0187,0.0,0,ns
GENE_0188,0.0,0,ns
GENE_0189,0.0,0,ns
GENE_0190,0.0,0,ns
GENE_0191,0.0,0,ns
GENE_0192,-1.5068290387726206,1,down
GENE_0193,-2.0872435038045443,1,down
GENE_0194,0.0,0,ns
GENE_0195,0.0,0,ns
GENE_0196,2.866525130562339,1,up
GENE_0197,-2.0148629259674387,1,down
GENE_0198,0.0,0,ns
GENE_0199,2.5671928835959106,1,up
GENE_0200,2.0614102430039383,1,up
GENE_0201,0.0,0,ns
GENE_0202,-1.5633387833402896,1,down
GENE_0203,0.0,0,ns
GENE_0204,0.0,0,ns
GENE_0205,0.0,0,ns
GENE_0206,0.0,0,ns
GENE_0207,0.0,0,ns
GENE_0208,0.0,0,ns
GENE_0209,0.0,0,ns
GENE_0210,-2.8140388308872177,1,down
GENE_0211,0.0,0,ns
GENE_0212,0.0,0,ns
GENE_0213,0.0,0,ns
GENE_0214,0.0,0,ns
GENE_0215,0.0,0,ns
GENE_0216,0.0,0,ns
GENE_0217,2.6820988935380634,1,up
GENE_0218,0.0,0,ns
GENE_0219,0.0,0,ns
GENE_0220,-2.244001246336178,1,down
GENE_0221,0.0,0,ns
GENE_0222,0.0,0,ns
GENE_0223,0.0,0,ns
GENE_0224,0.0,0,ns
GENE_0225,0.0,0,ns
GENE_0226,0.0,0,ns
GENE_0227,0.0,0,ns
GENE_0228,0.0,0,ns
GENE_0229,0.0,0,ns
GENE_0230,-2.9664168892828435,1,down
GENE_0231,0.0,0,ns
GENE_0232,-2.7384074063411736,1,down
GENE_0233,0.0,0,ns
GENE_0234,0.0,0,ns
GENE_0235,3.110671401769869,1,up
GENE_0236,0.0,0,ns
GENE_0237,0.0,0,ns
GENE_0238,0.0,0,ns
GENE_0239,0.0,0,ns
GENE_0240,0.0,0,ns
GENE_0241,0.0,0,ns
GENE_0242,0.0,0,ns
GENE_0243,0.0,0,ns
GENE_0244,0.0,0,ns
GENE_0245,0.0,0,ns
GENE_0246,0.0,0,ns
GENE_0247,0.0,0,ns
GENE_0248,0.0,0,ns
GENE_0249,0.0,0,ns
GENE_0250,2.489740224570526,1,up
GENE_0251,0.0,0,ns
GENE_0252,0.0,0,ns
GENE_0253,0.0,0,ns
GENE_0254,0.0,0,ns
GENE_0255,0.0,0,ns
GENE_0256,0.0,0,ns
GENE_0257,0.0,0,ns
GENE_0258,2.5472564267651157,1,up
GENE_0259,0.0,0,ns
GENE_0260,-2.646274608003032,1,down
GENE_0261,0.0,0,ns
GENE_0262,0.0,0,ns
GENE_0263,0.0,0,ns
GENE_0264,0.0,0,ns
GENE_0265,-2.7289180907904926,1,down
GENE_0266,2.4373603681122527,1,up
GENE_0267,0.0,0,ns
GENE_0268,0.0,0,ns
GENE_0269,0.0,0,ns
GENE_0270,0.0,0,ns
GENE_0271,0.0,0,ns
GENE_0272,-2.1166097718065453,1,down
GENE_0273,0.0,0,ns
GENE_0274,0.0,0,ns
GENE_0275,0.0,0,ns
GENE_0276,0.0,0,ns
GENE_0277,1.7952728273120606,1,up
GENE_0278,0.0,0,ns
GENE_0279,0.0,0,ns
GENE_0280,1.6576249629719557,1,up
GENE_0281,0.0,0,ns
GENE_0282,0.0,0,ns
GENE_0283,3.1828708453194157,1,up
GENE_0284,0.0,0,ns
GENE_0285,0.0,0,ns
GENE_0286,0.0,0,ns
GENE_0287,0.0,0,ns
GENE_0288,2.041581512773006,1,up
GENE_0289,-2.723174963203112,1,down
GENE_0290,0.0,0,ns
GENE_0291,0.0,0,ns
GENE_0292,0.0,0,ns
GENE_0293,-2.5778713734553214,1,down
GENE_0294,0.0,0,ns
GENE_0295,0.0,0,ns
GENE_0296,0.0,0,ns
GENE_0297,2.0311377991665216,1,up
GENE_0298,0.0,0,ns
GENE_0299,1.6303543576722777,1,up
GENE_0300,0.0,0,ns
GENE_0301,0.0,0,ns
GENE_0302,0.0,0,ns
GENE_0303,0.0,0,ns
GENE_0304,0.0,0,ns
GENE_0305,0.0,0,ns
GENE_0306,0.0,0,ns
GENE_0307,0.0,0,ns
GENE_0308,0.0,0,ns
GENE_0309,0.0,0,ns
GENE_0310,0.0,0,ns
GENE_0311,2.9692663358622715,1,up
GENE_0312,0.0,0,ns
GENE_0313,0.0,0,ns
GENE_0314,1.837655675459665,1,up
GENE_0315,0.0,0,ns
GENE_0316,1.8021635205318047,1,up
GENE_0317,0.0,0,ns
GENE_0318,0.0,0,ns
GENE_0319,0.0,0,ns
GENE_0320,0.0,0,ns
GENE_0321,-1.5999826948664615,1,down
GENE_0322,0.0,0,ns
GENE_0323,0.0,0,ns
GENE_0324,0.0,0,ns
GENE_0325,0.0,0,ns
GENE_0326,0.0,0,ns
GENE_0327,0.0,0,ns
GENE_0328,-1.6926043672023923,1,down
GENE_0329,0.0,0,ns
GENE_0330,0.0,0,ns
GENE_0331,0.0,0,ns
GENE_0332,0.0,0,ns
GENE_0333,0.0,0,ns
GENE_0334,0.0,0,ns
GENE_0335,0.0,0,ns
GENE_0336,0.0,0,ns
GENE_0337,0.0,0,ns
GENE_0338,0.0,0,ns
GENE_0339,2.1106337284279095,1,up
GENE_0340,1.666333435510047,1,up
GENE_0341,0.0,0,ns
GENE_0342,0.0,0,ns
GENE_0343,0.0,0,ns
GENE_0344,0.0,0,ns
GENE_0345,-2.7494324897980027,1,down
GENE_0346,0.0,0,ns
GENE_0347,-2.5039618406799935,1,down
GENE_0348,0.0,0,ns
GENE_0349,0.0,0,ns
GENE_0350,0.0,0,ns
GENE_0351,-2.2379440939391038,1,down
GENE_0352,0.0,0,ns
GENE_0353,0.0,0,ns
GENE_0354,0.0,0,ns
GENE_0355,-1.768228496809178,1,down
GENE_0356,0.0,0,ns
GENE_0357,0.0,0,ns
GENE_0358,0.0,0,ns
GENE_0359,0.0,0,ns
GENE_0360,0.0,0,ns
GENE_0361,0.0,0,ns
GENE_0362,-1.3124895561985543,1,down
GENE_0363,0.0,0,ns
GENE_0364,0.0,0,ns
GENE_0365,0.0,0,ns
GENE_0366,0.0,0,ns
GENE_0367,0.0,0,ns
GENE_0368,0.0,0,ns
GENE_0369,0.0,0,ns
GENE_0370,0.0,0,ns
GENE_0371,-1.7616596536915077,1,down
GENE_0372,0.0,0,ns
GENE_0373,0.0,0,ns
GENE_0374,0.0,0,ns
GENE_0375,0.0,0,ns
GENE_0376,-2.1956525968118688,1,down
GENE_0377,2.723799617866974,1,up
GENE_0378,0.0,0,ns
GENE_0379,0.0,0,ns
GENE_0380,0.0,0,ns
GENE_0381,0.0,0,ns
GENE_0382,-2.0842651075784766,1,down
GENE_0383,0.0,0,ns
GENE_0384,0.0,0,ns
GENE_0385,0.0,0,ns
GENE_0386,0.0,0,ns
GENE_0387,0.0,0,ns
GENE_0388,0.0,0,ns
GENE_0389,0.0,0,ns
GENE_0390,3.104891882505587,1,up
GENE_0391,0.0,0,ns
GENE_0392,2.4945284990472616,1,up
GENE_0393,3.163932692800045,1,up
GENE_0394,0.0,0,ns
GENE_0395,1.8837349809388373,1,up
GENE_0396,0.0,0,ns
GENE_0397,0.0,0,ns
GENE_0398,0.0,0,ns
GENE_0399,0.0,0,ns
GENE_0400,0.0,0,ns
GENE_0401,0.0,0,ns
GENE_0402,0.0,0,ns
GENE_0403,0.0,0,ns
GENE_0404,0.0,0,ns
GENE_0405,0.0,0,ns
GENE_0406,0.0,0,ns
GENE_0407,0.0,0,ns
GENE_0408,0.0,0,ns
GENE_0409,0.0,0,ns
GENE_0410,0.0,0,ns
GENE_0411,0.0,0,ns
GENE_0412,0.0,0,ns
GENE_0413,2.3694022918966184,1,up
GENE_0414,0.0,0,ns
GENE_0415,0.0,0,ns
GENE_0416,0.0,0,ns
GENE_0417,0.0,0,ns
GENE_0418,0.0,0,ns
GENE_0419,0.0,0,ns
GENE_0420,0.0,0,ns
GENE_0421,0.0,0,ns
GENE_0422,0.0,0,ns
GENE_0423,0.0,0,ns
GENE_0424,-2.7660685705455688,1,down
GENE_0425,0.0,0,ns
GENE_0426,0.0,0,ns
GENE_0427,0.0,0,ns
GENE_0428,0.0,0,ns
GENE_0429,0.0,0,ns
GENE_0430,1.697295009063168,1,up
GENE_0431,0.0,0,ns
GENE_0432,0.0,0,ns
GENE_0433,0.0,0,ns
GENE_0434,0.0,0,ns
GENE_0435,0.0,0,ns
GENE_0436,0.0,0,ns
GENE_0437,0.0,0,ns
GENE_0438,0.0,0,ns
GENE_0439,0.0,0,ns
GENE_0440,0.0,0,ns
GENE_0441,0.0,0,ns
GENE_0442,0.0,0,ns
GENE_0443,2.7076094776008612,1,up
GENE_0444,-1.5829713810332442,1,down
GENE_0445,0.0,0,ns
GENE_0446,0.0,0,ns
GENE_0447,0.0,0,ns
GENE_0448,0.0,0,ns
GENE_0449,0.0,0,ns
GENE_0450,2.447158586095095,1,up
GENE_0451,0.0,0,ns
GENE_0452,0.0,0,ns
GENE_0453,0.0,0,ns
GENE_0454,0.0,0,ns
GENE_0455,0.0,0,ns
GENE_0456,0.0,0,ns
GENE_0457,0.0,0,ns
GENE_0458,0.0,0,ns
GENE_0459,0.0,0,ns
GENE_0460,0.0,0,ns
GENE_0461,0.0,0,ns
GENE_0462,-1.7037598912950358,1,down
GENE_0463,0.0,0,ns
GENE_0464,0.0,0,ns
GENE_0465,-2.5386022223940357,1,down
GENE_0466,0.0,0,ns
GENE_0467,0.0,0,ns
GENE_0468,3.1258684721018772,1,up
GENE_0469,0.0,0,ns
GENE_0470,0.0,0,ns
GENE_0471,0.0,0,ns
GENE_0472,0.0,0,ns
GENE_0473,2.422824409485927,1,up
GENE_0474,0.0,0,ns
GENE_0475,0.0,0,ns
GENE_0476,0.0,0,ns
GENE_0477,0.0,0,ns
GENE_0478,3.0358153741935308,1,up
GENE_0479,0.0,0,ns
GENE_0480,0.0,0,ns
GENE_0481,0.0,0,ns
GENE_0482,0.0,0,ns
GENE_0483,0.0,0,ns
GENE_0484,0.0,0,ns
GENE_0485,0.0,0,ns
GENE_0486,0.0,0,ns
GENE_0487,0.0,0,ns
GENE_0488,0.0,0,ns
GENE_0489,0.0,0,ns
GENE_0490,0.0,0,ns
GENE_0491,0.0,0,ns
GENE_0492,0.0,0,ns
GENE_0493,2.497125996398667,1,up
GENE_0494,-2.340767201110176,1,down
GENE_0495,0.0,0,ns
GENE_0496,2.9432340701296673,1,up
GENE_0497,0.0,0,ns
GENE_0498,0.0,0,ns
GENE_0499,0.0,0,ns
GENE_0500,0.0,0,ns
